subject,label,anomaly_score,model,window_start_sec
S10,0,0.004166316,autoencoder,740.0
S10,0,0.005575986,autoencoder,750.0
S10,0,0.0034233313,autoencoder,760.0
S10,0,0.003806886,autoencoder,770.0
S10,0,0.004302516,autoencoder,780.0
S10,0,0.007975099,autoencoder,790.0
S10,0,0.004264715,autoencoder,800.0
S10,0,0.0040792297,autoencoder,810.0
S10,0,0.0041996157,autoencoder,820.0
S10,0,0.0029518474,autoencoder,830.0
S10,0,0.0028546045,autoencoder,840.0
S10,0,0.0050078626,autoencoder,850.0
S10,0,0.0047077364,autoencoder,860.0
S10,0,0.0048378375,autoencoder,870.0
S10,0,0.005214783,autoencoder,880.0
S10,0,0.0059065805,autoencoder,890.0
S10,0,0.009006716,autoencoder,900.0
S10,0,0.005799409,autoencoder,910.0
S10,0,0.006107153,autoencoder,920.0
S10,0,0.0066612638,autoencoder,930.0
S10,0,0.0068299253,autoencoder,940.0
S10,0,0.0071606375,autoencoder,950.0
S10,0,0.012304592,autoencoder,960.0
S10,0,0.013239925,autoencoder,970.0
S10,0,0.013755997,autoencoder,980.0
S10,0,0.009277272,autoencoder,990.0
S10,0,0.008579597,autoencoder,1000.0
S10,0,0.006068571,autoencoder,1010.0
S10,0,0.005670326,autoencoder,1020.0
S10,0,0.00398081,autoencoder,1030.0
S10,0,0.004575785,autoencoder,1040.0
S10,0,0.0039414316,autoencoder,1050.0
S10,0,0.005667196,autoencoder,1060.0
S10,0,0.006208893,autoencoder,1070.0
S10,0,0.0053539625,autoencoder,1080.0
S10,0,0.0059529827,autoencoder,1090.0
S10,0,0.005411031,autoencoder,1100.0
S10,0,0.006594538,autoencoder,1110.0
S10,0,0.009354414,autoencoder,1120.0
S10,1,0.011620924,autoencoder,0.0
S10,1,0.013094369,autoencoder,10.0
S10,1,0.0134159895,autoencoder,20.0
S10,1,0.016034143,autoencoder,30.0
S10,1,0.011466697,autoencoder,40.0
S10,1,0.016730452,autoencoder,50.0
S10,1,0.017991278,autoencoder,60.0
S10,1,0.013022925,autoencoder,70.0
S10,1,0.02534757,autoencoder,80.0
S10,1,0.028909693,autoencoder,90.0
S10,1,0.031407107,autoencoder,100.0
S10,1,0.033042748,autoencoder,110.0
S10,1,0.029818734,autoencoder,120.0
S10,1,0.021421986,autoencoder,130.0
S10,1,0.02034883,autoencoder,140.0
S10,1,0.015652422,autoencoder,150.0
S10,1,0.010399544,autoencoder,160.0
S10,1,0.009221462,autoencoder,170.0
S10,1,0.013816617,autoencoder,180.0
S10,1,0.013663468,autoencoder,190.0
S10,1,0.0148336245,autoencoder,200.0
S10,1,0.011844148,autoencoder,210.0
S10,1,0.015092891,autoencoder,220.0
S10,1,0.010185999,autoencoder,230.0
S10,1,0.010034482,autoencoder,240.0
S10,1,0.011289299,autoencoder,250.0
S10,1,0.0118930265,autoencoder,260.0
S10,1,0.0116179325,autoencoder,270.0
S10,1,0.009274964,autoencoder,280.0
S10,1,0.009078672,autoencoder,290.0
S10,1,0.009553942,autoencoder,300.0
S10,1,0.011219068,autoencoder,310.0
S10,1,0.010688797,autoencoder,320.0
S10,1,0.012001357,autoencoder,330.0
S10,1,0.013780621,autoencoder,340.0
S10,1,0.013394383,autoencoder,350.0
S10,1,0.013427828,autoencoder,360.0
S10,1,0.0145459175,autoencoder,370.0
S10,1,0.010593176,autoencoder,380.0
S10,1,0.011542343,autoencoder,390.0
S10,1,0.011798159,autoencoder,400.0
S10,1,0.0103258835,autoencoder,410.0
S10,1,0.010605144,autoencoder,420.0
S10,1,0.021725496,autoencoder,430.0
S10,1,0.013163357,autoencoder,440.0
S10,1,0.013641328,autoencoder,450.0
S10,1,0.013303141,autoencoder,460.0
S10,1,0.014516648,autoencoder,470.0
S10,1,0.011269652,autoencoder,480.0
S10,1,0.014282186,autoencoder,490.0
S10,1,0.011667281,autoencoder,500.0
S10,1,0.009921677,autoencoder,510.0
S10,1,0.011192948,autoencoder,520.0
S10,1,0.007853256,autoencoder,530.0
S10,1,0.0083480105,autoencoder,540.0
S10,1,0.009571736,autoencoder,550.0
S10,1,0.008592392,autoencoder,560.0
S10,1,0.006640333,autoencoder,570.0
S10,1,0.0074414224,autoencoder,580.0
S10,1,0.008501948,autoencoder,590.0
S10,1,0.008544673,autoencoder,600.0
S10,1,0.006297587,autoencoder,610.0
S10,1,0.0061630416,autoencoder,620.0
S10,1,0.0054073506,autoencoder,630.0
S10,1,0.0040590777,autoencoder,640.0
S10,1,0.006783452,autoencoder,650.0
S10,1,0.0039141797,autoencoder,660.0
S11,0,0.008190454,autoencoder,0.0
S11,0,0.011101768,autoencoder,10.0
S11,0,0.01171003,autoencoder,20.0
S11,0,0.013071577,autoencoder,30.0
S11,0,0.010909364,autoencoder,40.0
S11,0,0.012018029,autoencoder,50.0
S11,0,0.011297636,autoencoder,60.0
S11,0,0.005815784,autoencoder,70.0
S11,0,0.0063335295,autoencoder,80.0
S11,0,0.0061353333,autoencoder,90.0
S11,0,0.006198291,autoencoder,100.0
S11,0,0.005511156,autoencoder,110.0
S11,0,0.005229142,autoencoder,120.0
S11,0,0.00487179,autoencoder,130.0
S11,0,0.0045801513,autoencoder,140.0
S11,0,0.0050518936,autoencoder,150.0
S11,0,0.0054927724,autoencoder,160.0
S11,0,0.0054075797,autoencoder,170.0
S11,0,0.0057002655,autoencoder,180.0
S11,0,0.00784669,autoencoder,190.0
S11,0,0.0093453275,autoencoder,200.0
S11,0,0.009161872,autoencoder,210.0
S11,0,0.009038965,autoencoder,220.0
S11,0,0.008272231,autoencoder,230.0
S11,0,0.009107065,autoencoder,240.0
S11,0,0.008413865,autoencoder,250.0
S11,0,0.008423485,autoencoder,260.0
S11,0,0.008500357,autoencoder,270.0
S11,0,0.0074287187,autoencoder,280.0
S11,0,0.0074100085,autoencoder,290.0
S11,0,0.006771687,autoencoder,300.0
S11,0,0.004775082,autoencoder,310.0
S11,0,0.00485284,autoencoder,320.0
S11,0,0.0040811687,autoencoder,330.0
S11,0,0.0036662265,autoencoder,340.0
S11,0,0.0034782123,autoencoder,350.0
S11,0,0.0054414887,autoencoder,360.0
S11,0,0.0048509906,autoencoder,370.0
S11,0,0.0048879883,autoencoder,380.0
S11,0,0.0060338317,autoencoder,390.0
S11,0,0.0061902367,autoencoder,400.0
S11,0,0.0059101153,autoencoder,410.0
S11,0,0.004870209,autoencoder,420.0
S11,0,0.0060180225,autoencoder,430.0
S11,0,0.0069835912,autoencoder,440.0
S11,0,0.008317991,autoencoder,450.0
S11,0,0.00756027,autoencoder,460.0
S11,0,0.005806034,autoencoder,470.0
S11,0,0.006211348,autoencoder,480.0
S11,0,0.006000196,autoencoder,490.0
S11,0,0.0042646187,autoencoder,500.0
S11,0,0.004156007,autoencoder,510.0
S11,0,0.0056501185,autoencoder,520.0
S11,0,0.0053524324,autoencoder,530.0
S11,0,0.0036889035,autoencoder,540.0
S11,0,0.0036865175,autoencoder,550.0
S11,0,0.00570878,autoencoder,560.0
S11,0,0.0068291216,autoencoder,570.0
S11,0,0.0059060813,autoencoder,580.0
S11,0,0.005608897,autoencoder,590.0
S11,0,0.0051655755,autoencoder,600.0
S11,0,0.004461869,autoencoder,610.0
S11,0,0.004440975,autoencoder,620.0
S11,0,0.0053624995,autoencoder,630.0
S11,0,0.0035915605,autoencoder,640.0
S11,0,0.0044705314,autoencoder,650.0
S11,0,0.005011522,autoencoder,660.0
S11,0,0.0041444097,autoencoder,670.0
S11,0,0.004779942,autoencoder,680.0
S11,0,0.004423423,autoencoder,690.0
S11,0,0.004906501,autoencoder,700.0
S11,0,0.005398939,autoencoder,710.0
S11,0,0.004826727,autoencoder,720.0
S11,0,0.0062425234,autoencoder,730.0
S11,0,0.006622248,autoencoder,740.0
S11,0,0.0062718894,autoencoder,750.0
S11,0,0.005410181,autoencoder,760.0
S11,0,0.0044867196,autoencoder,770.0
S11,0,0.0041083274,autoencoder,780.0
S11,0,0.003620809,autoencoder,790.0
S11,0,0.0032565854,autoencoder,800.0
S11,0,0.0037536046,autoencoder,810.0
S11,0,0.004557662,autoencoder,820.0
S11,0,0.0051044836,autoencoder,830.0
S11,0,0.0053786505,autoencoder,840.0
S11,0,0.0052068937,autoencoder,850.0
S11,0,0.0070835804,autoencoder,860.0
S11,0,0.007042716,autoencoder,870.0
S11,0,0.0052924263,autoencoder,880.0
S11,0,0.006132495,autoencoder,890.0
S11,0,0.006315963,autoencoder,900.0
S11,0,0.006560454,autoencoder,910.0
S11,0,0.006072027,autoencoder,920.0
S11,0,0.0061078235,autoencoder,930.0
S11,0,0.0058460087,autoencoder,940.0
S11,0,0.0046878285,autoencoder,950.0
S11,0,0.0060418583,autoencoder,960.0
S11,0,0.004658545,autoencoder,970.0
S11,0,0.004091899,autoencoder,980.0
S11,0,0.004191687,autoencoder,990.0
S11,0,0.0044718864,autoencoder,1000.0
S11,0,0.004994171,autoencoder,1010.0
S11,0,0.0037569783,autoencoder,1020.0
S11,0,0.0030677486,autoencoder,1030.0
S11,0,0.00430048,autoencoder,1040.0
S11,0,0.0028004579,autoencoder,1050.0
S11,0,0.002970414,autoencoder,1060.0
S11,0,0.0036906889,autoencoder,1070.0
S11,0,0.004532049,autoencoder,1080.0
S11,0,0.004422503,autoencoder,1090.0
S11,0,0.005473716,autoencoder,1100.0
S11,0,0.004517004,autoencoder,1110.0
S11,0,0.004862759,autoencoder,1120.0
S11,1,0.1706711,autoencoder,0.0
S11,1,0.15022029,autoencoder,10.0
S11,1,0.14226611,autoencoder,20.0
S11,1,0.14781769,autoencoder,30.0
S11,1,0.15099612,autoencoder,40.0
S11,1,0.14533304,autoencoder,50.0
S11,1,0.1395516,autoencoder,60.0
S11,1,0.17448242,autoencoder,70.0
S11,1,0.16551983,autoencoder,80.0
S11,1,0.17447846,autoencoder,90.0
S11,1,0.19618921,autoencoder,100.0
S11,1,0.20502089,autoencoder,110.0
S11,1,0.21681125,autoencoder,120.0
S11,1,0.1982043,autoencoder,130.0
S11,1,0.16132675,autoencoder,140.0
S11,1,0.17167543,autoencoder,150.0
S11,1,0.17798811,autoencoder,160.0
S11,1,0.18501113,autoencoder,170.0
S11,1,0.14814456,autoencoder,180.0
S11,1,0.13146499,autoencoder,190.0
S11,1,0.16229494,autoencoder,200.0
S11,1,0.1479188,autoencoder,210.0
S11,1,0.10122345,autoencoder,220.0
S11,1,0.07438452,autoencoder,230.0
S11,1,0.07274311,autoencoder,240.0
S11,1,0.07803691,autoencoder,250.0
S11,1,0.07205902,autoencoder,260.0
S11,1,0.04932447,autoencoder,270.0
S11,1,0.0472485,autoencoder,280.0
S11,1,0.04613018,autoencoder,290.0
S11,1,0.03657977,autoencoder,300.0
S11,1,0.02281279,autoencoder,310.0
S11,1,0.020726183,autoencoder,320.0
S11,1,0.02293246,autoencoder,330.0
S11,1,0.022031002,autoencoder,340.0
S11,1,0.018983034,autoencoder,350.0
S11,1,0.018541666,autoencoder,360.0
S11,1,0.020451779,autoencoder,370.0
S11,1,0.018136611,autoencoder,380.0
S11,1,0.02004026,autoencoder,390.0
S11,1,0.018380823,autoencoder,400.0
S11,1,0.02157394,autoencoder,410.0
S11,1,0.020275215,autoencoder,420.0
S11,1,0.021792164,autoencoder,430.0
S11,1,0.02343493,autoencoder,440.0
S11,1,0.021182545,autoencoder,450.0
S11,1,0.02260159,autoencoder,460.0
S11,1,0.0224259,autoencoder,470.0
S11,1,0.02264356,autoencoder,480.0
S11,1,0.026271686,autoencoder,490.0
S11,1,0.025530756,autoencoder,500.0
S11,1,0.023455357,autoencoder,510.0
S11,1,0.024299964,autoencoder,520.0
S11,1,0.022301374,autoencoder,530.0
S11,1,0.021451922,autoencoder,540.0
S11,1,0.02184322,autoencoder,550.0
S11,1,0.020076914,autoencoder,560.0
S11,1,0.02363567,autoencoder,570.0
S11,1,0.023819054,autoencoder,580.0
S11,1,0.024050288,autoencoder,590.0
S11,1,0.026873276,autoencoder,600.0
S11,1,0.029000906,autoencoder,610.0
S11,1,0.031539176,autoencoder,620.0
S13,0,0.061590876,autoencoder,0.0
S13,0,0.063461654,autoencoder,10.0
S13,0,0.04848927,autoencoder,20.0
S13,0,0.050553977,autoencoder,30.0
S13,0,0.046672758,autoencoder,40.0
S13,0,0.045912135,autoencoder,50.0
S13,0,0.043112244,autoencoder,60.0
S13,0,0.039501745,autoencoder,70.0
S13,0,0.04008038,autoencoder,80.0
S13,0,0.04147614,autoencoder,90.0
S13,0,0.044384006,autoencoder,100.0
S13,0,0.030228069,autoencoder,110.0
S13,0,0.033803076,autoencoder,120.0
S13,0,0.03317786,autoencoder,130.0
S13,0,0.031578567,autoencoder,140.0
S13,0,0.03089557,autoencoder,150.0
S13,0,0.028124744,autoencoder,160.0
S13,0,0.026242098,autoencoder,170.0
S13,0,0.028753256,autoencoder,180.0
S13,0,0.027834542,autoencoder,190.0
S13,0,0.026153922,autoencoder,200.0
S13,0,0.02287277,autoencoder,210.0
S13,0,0.022506947,autoencoder,220.0
S13,0,0.024825057,autoencoder,230.0
S13,0,0.027590254,autoencoder,240.0
S13,0,0.027186802,autoencoder,250.0
S13,0,0.027148614,autoencoder,260.0
S13,0,0.02577511,autoencoder,270.0
S13,0,0.026586773,autoencoder,280.0
S13,0,0.0245365,autoencoder,290.0
S13,0,0.024258716,autoencoder,300.0
S13,0,0.02800293,autoencoder,310.0
S13,0,0.02826378,autoencoder,320.0
S13,0,0.025515469,autoencoder,330.0
S13,0,0.02936468,autoencoder,340.0
S13,0,0.02733398,autoencoder,350.0
S13,0,0.024913378,autoencoder,360.0
S13,0,0.012814686,autoencoder,370.0
S13,0,0.018805863,autoencoder,380.0
S13,0,0.017148295,autoencoder,390.0
S13,0,0.016961068,autoencoder,400.0
S13,0,0.014515102,autoencoder,410.0
S13,0,0.017308498,autoencoder,420.0
S13,0,0.015360565,autoencoder,430.0
S13,0,0.017163621,autoencoder,440.0
S13,0,0.017891904,autoencoder,450.0
S13,0,0.010801309,autoencoder,460.0
S13,0,0.011502606,autoencoder,470.0
S13,0,0.008181035,autoencoder,480.0
S13,0,0.0069221705,autoencoder,490.0
S13,0,0.0068611945,autoencoder,500.0
S13,0,0.009453483,autoencoder,510.0
S13,0,0.0062574255,autoencoder,520.0
S13,0,0.009783197,autoencoder,530.0
S13,0,0.013585918,autoencoder,540.0
S13,0,0.013430599,autoencoder,550.0
S13,0,0.015914919,autoencoder,560.0
S13,0,0.014956724,autoencoder,570.0
S13,0,0.015496734,autoencoder,580.0
S13,0,0.013610408,autoencoder,590.0
S13,0,0.02194426,autoencoder,600.0
S13,0,0.027270019,autoencoder,610.0
S13,0,0.019715227,autoencoder,620.0
S13,0,0.017808393,autoencoder,630.0
S13,0,0.015017667,autoencoder,640.0
S13,0,0.012240924,autoencoder,650.0
S13,0,0.014984163,autoencoder,660.0
S13,0,0.014830804,autoencoder,670.0
S13,0,0.020683592,autoencoder,680.0
S13,0,0.01678287,autoencoder,690.0
S13,0,0.014028785,autoencoder,700.0
S13,0,0.016296381,autoencoder,710.0
S13,0,0.0133291,autoencoder,720.0
S13,0,0.012761793,autoencoder,730.0
S13,0,0.013745335,autoencoder,740.0
S13,0,0.012033436,autoencoder,750.0
S13,0,0.008920081,autoencoder,760.0
S13,0,0.010200317,autoencoder,770.0
S13,0,0.009448369,autoencoder,780.0
S13,0,0.008668163,autoencoder,790.0
S13,0,0.008015794,autoencoder,800.0
S13,0,0.0096422145,autoencoder,810.0
S13,0,0.009875282,autoencoder,820.0
S13,0,0.009788779,autoencoder,830.0
S13,0,0.011708754,autoencoder,840.0
S13,0,0.017144518,autoencoder,850.0
S13,0,0.015918614,autoencoder,860.0
S13,0,0.013657228,autoencoder,870.0
S13,0,0.011550023,autoencoder,880.0
S13,0,0.011955679,autoencoder,890.0
S13,0,0.009232168,autoencoder,900.0
S13,0,0.011321691,autoencoder,910.0
S13,0,0.011118616,autoencoder,920.0
S13,0,0.013218229,autoencoder,930.0
S13,0,0.012367138,autoencoder,940.0
S13,0,0.014436348,autoencoder,950.0
S13,0,0.010618348,autoencoder,960.0
S13,0,0.0133194765,autoencoder,970.0
S13,0,0.013919053,autoencoder,980.0
S13,0,0.013015111,autoencoder,990.0
S13,0,0.010491998,autoencoder,1000.0
S13,0,0.013343486,autoencoder,1010.0
S13,0,0.0110124685,autoencoder,1020.0
S13,0,0.009446622,autoencoder,1030.0
S13,0,0.008022866,autoencoder,1040.0
S13,0,0.008366705,autoencoder,1050.0
S13,0,0.0067587984,autoencoder,1060.0
S13,0,0.0047932896,autoencoder,1070.0
S13,0,0.004853142,autoencoder,1080.0
S13,0,0.005085481,autoencoder,1090.0
S13,0,0.0046905335,autoencoder,1100.0
S13,0,0.005669098,autoencoder,1110.0
S13,0,0.0069648474,autoencoder,1120.0
S13,1,0.15022288,autoencoder,0.0
S13,1,0.16487668,autoencoder,10.0
S13,1,0.16611366,autoencoder,20.0
S13,1,0.1866954,autoencoder,30.0
S13,1,0.18728562,autoencoder,40.0
S13,1,0.21503113,autoencoder,50.0
S13,1,0.2138719,autoencoder,60.0
S13,1,0.23356885,autoencoder,70.0
S13,1,0.24052012,autoencoder,80.0
S13,1,0.23027842,autoencoder,90.0
S13,1,0.23710643,autoencoder,100.0
S13,1,0.24478103,autoencoder,110.0
S13,1,0.25112978,autoencoder,120.0
S13,1,0.24786305,autoencoder,130.0
S13,1,0.25872892,autoencoder,140.0
S13,1,0.2687979,autoencoder,150.0
S13,1,0.2565645,autoencoder,160.0
S13,1,0.26538196,autoencoder,170.0
S13,1,0.2855956,autoencoder,180.0
S13,1,0.27987924,autoencoder,190.0
S13,1,0.26830444,autoencoder,200.0
S13,1,0.2819704,autoencoder,210.0
S13,1,0.2757876,autoencoder,220.0
S13,1,0.2645998,autoencoder,230.0
S13,1,0.28669423,autoencoder,240.0
S13,1,0.29156896,autoencoder,250.0
S13,1,0.30810884,autoencoder,260.0
S13,1,0.31242666,autoencoder,270.0
S13,1,0.29428244,autoencoder,280.0
S13,1,0.32108742,autoencoder,290.0
S13,1,0.30980766,autoencoder,300.0
S13,1,0.29119954,autoencoder,310.0
S13,1,0.29583773,autoencoder,320.0
S13,1,0.30171824,autoencoder,330.0
S13,1,0.2976803,autoencoder,340.0
S13,1,0.29438853,autoencoder,350.0
S13,1,0.31169286,autoencoder,360.0
S13,1,0.3240057,autoencoder,370.0
S13,1,0.336908,autoencoder,380.0
S13,1,0.34901682,autoencoder,390.0
S13,1,0.34696695,autoencoder,400.0
S13,1,0.3430052,autoencoder,410.0
S13,1,0.34053326,autoencoder,420.0
S13,1,0.31845734,autoencoder,430.0
S13,1,0.3190345,autoencoder,440.0
S13,1,0.32533142,autoencoder,450.0
S13,1,0.2900655,autoencoder,460.0
S13,1,0.29629543,autoencoder,470.0
S13,1,0.31446794,autoencoder,480.0
S13,1,0.3079032,autoencoder,490.0
S13,1,0.29520926,autoencoder,500.0
S13,1,0.30476725,autoencoder,510.0
S13,1,0.29696822,autoencoder,520.0
S13,1,0.28956214,autoencoder,530.0
S13,1,0.26580608,autoencoder,540.0
S13,1,0.30248585,autoencoder,550.0
S13,1,0.31074294,autoencoder,560.0
S13,1,0.32365346,autoencoder,570.0
S13,1,0.29929298,autoencoder,580.0
S13,1,0.29858735,autoencoder,590.0
S13,1,0.32117507,autoencoder,600.0
S14,0,0.0051223407,autoencoder,0.0
S14,0,0.004368207,autoencoder,10.0
S14,0,0.0060733072,autoencoder,20.0
S14,0,0.004923924,autoencoder,30.0
S14,0,0.004215834,autoencoder,40.0
S14,0,0.0056368527,autoencoder,50.0
S14,0,0.008653017,autoencoder,60.0
S14,0,0.0033035043,autoencoder,70.0
S14,0,0.0021493658,autoencoder,80.0
S14,0,0.0019969672,autoencoder,90.0
S14,0,0.0019644059,autoencoder,100.0
S14,0,0.010146649,autoencoder,110.0
S14,0,0.008104376,autoencoder,120.0
S14,0,0.0031961545,autoencoder,130.0
S14,0,0.0032844322,autoencoder,140.0
S14,0,0.0021897503,autoencoder,150.0
S14,0,0.0022273406,autoencoder,160.0
S14,0,0.0035259947,autoencoder,170.0
S14,0,0.0041849096,autoencoder,180.0
S14,0,0.0058824345,autoencoder,190.0
S14,0,0.003545721,autoencoder,200.0
S14,0,0.0042659543,autoencoder,210.0
S14,0,0.004182979,autoencoder,220.0
S14,0,0.0045129606,autoencoder,230.0
S14,0,0.0048661255,autoencoder,240.0
S14,0,0.0041606785,autoencoder,250.0
S14,0,0.0036363436,autoencoder,260.0
S14,0,0.0038792507,autoencoder,270.0
S14,0,0.003726838,autoencoder,280.0
S14,0,0.0075768046,autoencoder,290.0
S14,0,0.003273042,autoencoder,300.0
S14,0,0.0024806864,autoencoder,310.0
S14,0,0.0021154212,autoencoder,320.0
S14,0,0.0025976736,autoencoder,330.0
S14,0,0.0032129574,autoencoder,340.0
S14,0,0.010532341,autoencoder,350.0
S14,0,0.005799118,autoencoder,360.0
S14,0,0.006214297,autoencoder,370.0
S14,0,0.0065412014,autoencoder,380.0
S14,0,0.006363302,autoencoder,390.0
S14,0,0.009800855,autoencoder,400.0
S14,0,0.01595805,autoencoder,410.0
S14,0,0.00434157,autoencoder,420.0
S14,0,0.0042658877,autoencoder,430.0
S14,0,0.0044398806,autoencoder,440.0
S14,0,0.004777381,autoencoder,450.0
S14,0,0.0062687583,autoencoder,460.0
S14,0,0.009468984,autoencoder,470.0
S14,0,0.004177741,autoencoder,480.0
S14,0,0.004520022,autoencoder,490.0
S14,0,0.005061894,autoencoder,500.0
S14,0,0.004187972,autoencoder,510.0
S14,0,0.005270139,autoencoder,520.0
S14,0,0.0033184765,autoencoder,530.0
S14,0,0.003051718,autoencoder,540.0
S14,0,0.0023495457,autoencoder,550.0
S14,0,0.0014584992,autoencoder,560.0
S14,0,0.0027218594,autoencoder,570.0
S14,0,0.0037995593,autoencoder,580.0
S14,0,0.003704935,autoencoder,590.0
S14,0,0.004728282,autoencoder,600.0
S14,0,0.004196907,autoencoder,610.0
S14,0,0.0055007874,autoencoder,620.0
S14,0,0.0033956582,autoencoder,630.0
S14,0,0.00372783,autoencoder,640.0
S14,0,0.0032007461,autoencoder,650.0
S14,0,0.002969973,autoencoder,660.0
S14,0,0.0032876388,autoencoder,670.0
S14,0,0.0034830014,autoencoder,680.0
S14,0,0.0047188434,autoencoder,690.0
S14,0,0.0037570086,autoencoder,700.0
S14,0,0.004223105,autoencoder,710.0
S14,0,0.0060581747,autoencoder,720.0
S14,0,0.004546549,autoencoder,730.0
S14,0,0.004428581,autoencoder,740.0
S14,0,0.0037092257,autoencoder,750.0
S14,0,0.0055555147,autoencoder,760.0
S14,0,0.0049211574,autoencoder,770.0
S14,0,0.004270932,autoencoder,780.0
S14,0,0.004340621,autoencoder,790.0
S14,0,0.0035598008,autoencoder,800.0
S14,0,0.0038873975,autoencoder,810.0
S14,0,0.004301852,autoencoder,820.0
S14,0,0.0050546513,autoencoder,830.0
S14,0,0.02097395,autoencoder,840.0
S14,0,0.004941001,autoencoder,850.0
S14,0,0.002907927,autoencoder,860.0
S14,0,0.0029850604,autoencoder,870.0
S14,0,0.0037338904,autoencoder,880.0
S14,0,0.0051393886,autoencoder,890.0
S14,0,0.02175486,autoencoder,900.0
S14,0,0.0057251547,autoencoder,910.0
S14,0,0.0047349017,autoencoder,920.0
S14,0,0.005990807,autoencoder,930.0
S14,0,0.003570535,autoencoder,940.0
S14,0,0.004292716,autoencoder,950.0
S14,0,0.0041878037,autoencoder,960.0
S14,0,0.0043933135,autoencoder,970.0
S14,0,0.004224448,autoencoder,980.0
S14,0,0.00418725,autoencoder,990.0
S14,0,0.004587556,autoencoder,1000.0
S14,0,0.0039405287,autoencoder,1010.0
S14,0,0.005543746,autoencoder,1020.0
S14,0,0.005148629,autoencoder,1030.0
S14,0,0.005050454,autoencoder,1040.0
S14,0,0.005783645,autoencoder,1050.0
S14,0,0.005118969,autoencoder,1060.0
S14,0,0.0073305946,autoencoder,1070.0
S14,0,0.00361325,autoencoder,1080.0
S14,0,0.003155744,autoencoder,1090.0
S14,0,0.0022044524,autoencoder,1100.0
S14,0,0.0031427012,autoencoder,1110.0
S14,0,0.0026271848,autoencoder,1120.0
S14,1,0.059118707,autoencoder,0.0
S14,1,0.041659933,autoencoder,10.0
S14,1,0.04361656,autoencoder,20.0
S14,1,0.04272726,autoencoder,30.0
S14,1,0.036174905,autoencoder,40.0
S14,1,0.035506096,autoencoder,50.0
S14,1,0.029853186,autoencoder,60.0
S14,1,0.03858127,autoencoder,70.0
S14,1,0.03468232,autoencoder,80.0
S14,1,0.03197994,autoencoder,90.0
